Date,t-5,t-4,t-3,t-2,t-1,t,movement
2015-10-28,114.34,6174104047.6,5899212440.32,3901267518.72,5579656118.940001,116.95,0
2015-10-29,115.54,5899212440.32,3901267518.72,5579656118.940001,5471910630.900001,116.42,0
2015-10-30,114.56,3901267518.72,5579656118.940001,5471910630.900001,4782860158.1,116.56,1
2015-11-02,116.16,5579656118.940001,5471910630.900001,4782860158.1,4000401443.04,116.07,0
2015-11-03,117.51,5471910630.900001,4782860158.1,4000401443.04,4083550945.6499996,112.43,0
2015-11-04,116.95,4782860158.1,4000401443.04,4083550945.6499996,6904937244.620001,111.79,0
2015-11-05,116.42,4000401443.04,4083550945.6499996,6904937244.620001,5250472790.150001,111.41,0
2015-11-06,116.56,4083550945.6499996,6904937244.620001,5250472790.150001,3763857948.63,108.15,0
2015-11-09,116.07,6904937244.620001,5250472790.150001,3763857948.63,5146294714.05,109.92,1
2015-11-10,112.43,5250472790.150001,3763857948.63,5146294714.05,4350740002.56,109.46,0
2015-11-11,111.79,3763857948.63,5146294714.05,4350740002.56,3139897316.3999996,112.91,1
2015-11-12,111.41,5146294714.05,4350740002.56,3139897316.3999996,5473915528.13,114.36,1
2015-11-13,108.15,4350740002.56,3139897316.3999996,5473915528.13,5142865491.12,114.86,1
2015-11-16,109.92,3139897316.3999996,5473915528.13,5142865491.12,4090565691.12,113.35,0
2015-11-17,109.46,5473915528.13,5142865491.12,4090565691.12,3824336053.0,114.45,1
2015-11-18,112.91,5142865491.12,4090565691.12,3824336053.0,5087459983.2,113.63,0
2015-11-19,114.36,4090565691.12,3824336053.0,5087459983.2,2524377831.47,113.41,0
2015-11-20,114.86,3824336053.0,5087459983.2,2524377831.47,1536834447.1699998,113.9,1
2015-11-23,113.35,5087459983.2,2524377831.47,1536834447.1699998,4635286131.7,112.95,0
2015-11-24,114.45,2524377831.47,1536834447.1699998,4635286131.7,4088872227.6,111.95,0
2015-11-25,113.63,1536834447.1699998,4635286131.7,4088872227.6,3880188455.35,110.91,0
2015-11-27,113.41,4635286131.7,4088872227.6,3880188455.35,4787945326.95,114.6,1
2015-11-30,113.9,4088872227.6,3880188455.35,4787945326.95,6877394452.799999,113.88,0
2015-12-01,112.95,3880188455.35,4787945326.95,6877394452.799999,3795104637.48,113.83,0
2015-12-02,111.95,4787945326.95,6877394452.799999,3795104637.48,4056531821.65,111.31,0
2015-12-03,110.91,6877394452.799999,3795104637.48,4056531821.65,5360124367.82,111.84,1
2015-12-04,114.6,3795104637.48,4056531821.65,5360124367.82,3393547475.52,108.97,0
2015-12-07,113.88,4056531821.65,5360124367.82,3393547475.52,5306841724.25,108.29,0
2015-12-08,113.83,5360124367.82,3393547475.52,5306841724.25,7309261175.580001,106.37,0
2015-12-09,111.31,3393547475.52,5306841724.25,7309261175.580001,5891415095.83,107.19,1
2015-12-10,111.84,5306841724.25,7309261175.580001,5891415095.83,6261412309.74,104.91,0
2015-12-11,108.97,7309261175.580001,5891415095.83,6261412309.74,4878835983.059999,102.09,0
2015-12-14,108.29,5891415095.83,6261412309.74,4878835983.059999,10227873684.57,103.33,1
2015-12-15,106.37,6261412309.74,4878835983.059999,10227873684.57,5107786034.059999,103.23,0
2015-12-16,107.19,4878835983.059999,10227873684.57,5107786034.059999,3515376251.52,104.56,1
2015-12-17,104.91,10227873684.57,5107786034.059999,3515376251.52,3546752992.64,104.01,0
2015-12-18,102.09,5107786034.059999,3515376251.52,3546752992.64,1468902651.0600002,102.83,0
2015-12-21,103.33,3515376251.52,3546752992.64,1468902651.0600002,2852230569.37,104.68,1
2015-12-22,103.23,3546752992.64,1468902651.0600002,2852230569.37,3363149409.44,103.32,0
2015-12-23,104.56,1468902651.0600002,2852230569.37,3363149409.44,2387425778.64,101.35,0
2015-12-24,104.01,2852230569.37,3363149409.44,2387425778.64,4087621342.25,101.44,1
2015-12-28,102.83,3363149409.44,2387425778.64,4087621342.25,6619990934.72,98.885,0
