Date,Volume (t-10),Volume (t-9),Volume (t-8),Volume (t-7),Volume (t-6),Volume (t-5),Volume (t-4),Volume (t-3),Volume (t-2),Volume (t-1),Close (t-10),Close (t-9),Close (t-8),Close (t-7),Close (t-6),Close (t-5),Close (t-4),Close (t-3),Close (t-2),Close (t-1),Close (t),movement
2005-03-20,177693880.0,128441950.0,120457260.0,135400860.0,382797520.0,247633680.0,170879660.0,106222480.0,225544760.0,147258720.0,5.933428573608398,6.127857089042664,5.989714336395264,6.074571418762207,5.663714408874512,5.1685715675354,5.163428497314453,5.248857116699218,5.082857131958008,5.195714378356934,5.729714298248291,1
2005-03-27,128441950.0,120457260.0,135400860.0,382797520.0,247633680.0,170879660.0,106222480.0,225544760.0,147258720.0,143678500.0,6.127857089042664,5.989714336395264,6.074571418762207,5.663714408874512,5.1685715675354,5.163428497314453,5.248857116699218,5.082857131958008,5.195714378356934,5.729714298248291,5.6549999713897705,0
2005-04-03,120457260.0,135400860.0,382797520.0,247633680.0,170879660.0,106222480.0,225544760.0,147258720.0,143678500.0,136803800.0,5.989714336395264,6.074571418762207,5.663714408874512,5.1685715675354,5.163428497314453,5.248857116699218,5.082857131958008,5.195714378356934,5.729714298248291,5.6549999713897705,5.281142807006836,0
2005-04-10,135400860.0,382797520.0,247633680.0,170879660.0,106222480.0,225544760.0,147258720.0,143678500.0,136803800.0,151521300.0,6.074571418762207,5.663714408874512,5.1685715675354,5.163428497314453,5.248857116699218,5.082857131958008,5.195714378356934,5.729714298248291,5.6549999713897705,5.281142807006836,5.294857120513916,1
2005-04-17,382797520.0,247633680.0,170879660.0,106222480.0,225544760.0,147258720.0,143678500.0,136803800.0,151521300.0,124538120.0,5.663714408874512,5.1685715675354,5.163428497314453,5.248857116699218,5.082857131958008,5.195714378356934,5.729714298248291,5.6549999713897705,5.281142807006836,5.294857120513916,5.447714233398438,1
2005-04-24,247633680.0,170879660.0,106222480.0,225544760.0,147258720.0,143678500.0,136803800.0,151521300.0,124538120.0,110206600.0,5.1685715675354,5.163428497314453,5.248857116699218,5.082857131958008,5.195714378356934,5.729714298248291,5.6549999713897705,5.281142807006836,5.294857120513916,5.447714233398438,5.259714412689209,0
2005-05-01,170879660.0,106222480.0,225544760.0,147258720.0,143678500.0,136803800.0,151521300.0,124538120.0,110206600.0,103361020.0,5.163428497314453,5.248857116699218,5.082857131958008,5.195714378356934,5.729714298248291,5.6549999713897705,5.281142807006836,5.294857120513916,5.447714233398438,5.259714412689209,5.401785850524902,1
2005-05-08,106222480.0,225544760.0,147258720.0,143678500.0,136803800.0,151521300.0,124538120.0,110206600.0,103361020.0,95209625.0,5.248857116699218,5.082857131958008,5.195714378356934,5.729714298248291,5.6549999713897705,5.281142807006836,5.294857120513916,5.447714233398438,5.259714412689209,5.401785850524902,5.6282857894897464,1
2005-05-15,225544760.0,147258720.0,143678500.0,136803800.0,151521300.0,124538120.0,110206600.0,103361020.0,95209625.0,212220260.0,5.082857131958008,5.195714378356934,5.729714298248291,5.6549999713897705,5.281142807006836,5.294857120513916,5.447714233398438,5.259714412689209,5.401785850524902,5.6282857894897464,6.159999942779541,1
2005-05-22,147258720.0,143678500.0,136803800.0,151521300.0,124538120.0,110206600.0,103361020.0,95209625.0,212220260.0,120806280.0,5.195714378356934,5.729714298248291,5.6549999713897705,5.281142807006836,5.294857120513916,5.447714233398438,5.259714412689209,5.401785850524902,5.6282857894897464,6.159999942779541,6.225142955780029,1
2005-05-29,143678500.0,136803800.0,151521300.0,124538120.0,110206600.0,103361020.0,95209625.0,212220260.0,120806280.0,83018040.0,5.729714298248291,5.6549999713897705,5.281142807006836,5.294857120513916,5.447714233398438,5.259714412689209,5.401785850524902,5.6282857894897464,6.159999942779541,6.225142955780029,6.138857173919678,0
2005-06-05,136803800.0,151521300.0,124538120.0,110206600.0,103361020.0,95209625.0,212220260.0,120806280.0,83018040.0,69034140.0,5.6549999713897705,5.281142807006836,5.294857120513916,5.447714233398438,5.259714412689209,5.401785850524902,5.6282857894897464,6.159999942779541,6.225142955780029,6.138857173919678,6.284285831451416,1
2005-06-12,151521300.0,124538120.0,110206600.0,103361020.0,95209625.0,212220260.0,120806280.0,83018040.0,69034140.0,105309400.0,5.281142807006836,5.294857120513916,5.447714233398438,5.259714412689209,5.401785850524902,5.6282857894897464,6.159999942779541,6.225142955780029,6.138857173919678,6.284285831451416,6.663142967224121,1
2005-06-19,124538120.0,110206600.0,103361020.0,95209625.0,212220260.0,120806280.0,83018040.0,69034140.0,105309400.0,147160160.0,5.294857120513916,5.447714233398438,5.259714412689209,5.401785850524902,5.6282857894897464,6.159999942779541,6.225142955780029,6.138857173919678,6.284285831451416,6.663142967224121,6.547999858856201,0
2005-06-26,110206600.0,103361020.0,95209625.0,212220260.0,120806280.0,83018040.0,69034140.0,105309400.0,147160160.0,89635980.0,5.447714233398438,5.259714412689209,5.401785850524902,5.6282857894897464,6.159999942779541,6.225142955780029,6.138857173919678,6.284285831451416,6.663142967224121,6.547999858856201,6.6222857475280765,1
2005-07-03,103361020.0,95209625.0,212220260.0,120806280.0,83018040.0,69034140.0,105309400.0,147160160.0,89635980.0,87837960.0,5.259714412689209,5.401785850524902,5.6282857894897464,6.159999942779541,6.225142955780029,6.138857173919678,6.284285831451416,6.663142967224121,6.547999858856201,6.6222857475280765,7.091785669326782,1
2005-07-10,95209625.0,212220260.0,120806280.0,83018040.0,69034140.0,105309400.0,147160160.0,89635980.0,87837960.0,193748450.0,5.401785850524902,5.6282857894897464,6.159999942779541,6.225142955780029,6.138857173919678,6.284285831451416,6.663142967224121,6.547999858856201,6.6222857475280765,7.091785669326782,7.226000118255615,1
2005-07-17,212220260.0,120806280.0,83018040.0,69034140.0,105309400.0,147160160.0,89635980.0,87837960.0,193748450.0,121313360.0,5.6282857894897464,6.159999942779541,6.225142955780029,6.138857173919678,6.284285831451416,6.663142967224121,6.547999858856201,6.6222857475280765,7.091785669326782,7.226000118255615,7.51542854309082,1
2005-07-24,120806280.0,83018040.0,69034140.0,105309400.0,147160160.0,89635980.0,87837960.0,193748450.0,121313360.0,153024620.0,6.159999942779541,6.225142955780029,6.138857173919678,6.284285831451416,6.663142967224121,6.547999858856201,6.6222857475280765,7.091785669326782,7.226000118255615,7.51542854309082,7.551714324951172,1
2005-07-31,83018040.0,69034140.0,105309400.0,147160160.0,89635980.0,87837960.0,193748450.0,121313360.0,153024620.0,159114480.0,6.225142955780029,6.138857173919678,6.284285831451416,6.663142967224121,6.547999858856201,6.6222857475280765,7.091785669326782,7.226000118255615,7.51542854309082,7.551714324951172,7.5419999122619625,0
2005-08-07,69034140.0,105309400.0,147160160.0,89635980.0,87837960.0,193748450.0,121313360.0,153024620.0,159114480.0,154660100.0,6.138857173919678,6.284285831451416,6.663142967224121,6.547999858856201,6.6222857475280765,7.091785669326782,7.226000118255615,7.51542854309082,7.551714324951172,7.5419999122619625,7.398571395874024,0
2005-08-14,105309400.0,147160160.0,89635980.0,87837960.0,193748450.0,121313360.0,153024620.0,159114480.0,154660100.0,366600220.0,6.284285831451416,6.663142967224121,6.547999858856201,6.6222857475280765,7.091785669326782,7.226000118255615,7.51542854309082,7.551714324951172,7.5419999122619625,7.398571395874024,7.782571506500244,1
2005-08-21,147160160.0,89635980.0,87837960.0,193748450.0,121313360.0,153024620.0,159114480.0,154660100.0,366600220.0,219479680.0,6.663142967224121,6.547999858856201,6.6222857475280765,7.091785669326782,7.226000118255615,7.51542854309082,7.551714324951172,7.5419999122619625,7.398571395874024,7.782571506500244,7.994285583496094,1
2005-08-28,89635980.0,87837960.0,193748450.0,121313360.0,153024620.0,159114480.0,154660100.0,366600220.0,219479680.0,144390120.0,6.547999858856201,6.6222857475280765,7.091785669326782,7.226000118255615,7.51542854309082,7.551714324951172,7.5419999122619625,7.398571395874024,7.782571506500244,7.994285583496094,8.51542854309082,1
2005-09-04,87837960.0,193748450.0,121313360.0,153024620.0,159114480.0,154660100.0,366600220.0,219479680.0,144390120.0,215500460.0,6.6222857475280765,7.091785669326782,7.226000118255615,7.51542854309082,7.551714324951172,7.5419999122619625,7.398571395874024,7.782571506500244,7.994285583496094,8.51542854309082,8.655999946594239,1
2005-09-11,193748450.0,121313360.0,153024620.0,159114480.0,154660100.0,366600220.0,219479680.0,144390120.0,215500460.0,137816000.0,7.091785669326782,7.226000118255615,7.51542854309082,7.551714324951172,7.5419999122619625,7.398571395874024,7.782571506500244,7.994285583496094,8.51542854309082,8.655999946594239,9.078857040405273,1
2005-09-18,121313360.0,153024620.0,159114480.0,154660100.0,366600220.0,219479680.0,144390120.0,215500460.0,137816000.0,144622800.0,7.226000118255615,7.51542854309082,7.551714324951172,7.5419999122619625,7.398571395874024,7.782571506500244,7.994285583496094,8.51542854309082,8.655999946594239,9.078857040405273,9.568928480148315,1
2005-09-25,153024620.0,159114480.0,154660100.0,366600220.0,219479680.0,144390120.0,215500460.0,137816000.0,144622800.0,120803725.0,7.51542854309082,7.551714324951172,7.5419999122619625,7.398571395874024,7.782571506500244,7.994285583496094,8.51542854309082,8.655999946594239,9.078857040405273,9.568928480148315,9.994571495056153,1
2005-10-02,159114480.0,154660100.0,366600220.0,219479680.0,144390120.0,215500460.0,137816000.0,144622800.0,120803725.0,210714140.0,7.551714324951172,7.5419999122619625,7.398571395874024,7.782571506500244,7.994285583496094,8.51542854309082,8.655999946594239,9.078857040405273,9.568928480148315,9.994571495056153,10.520857048034667,1
2005-10-09,154660100.0,366600220.0,219479680.0,144390120.0,215500460.0,137816000.0,144622800.0,120803725.0,210714140.0,173302360.0,7.5419999122619625,7.398571395874024,7.782571506500244,7.994285583496094,8.51542854309082,8.655999946594239,9.078857040405273,9.568928480148315,9.994571495056153,10.520857048034667,10.434000015258789,0
2005-10-16,366600220.0,219479680.0,144390120.0,215500460.0,137816000.0,144622800.0,120803725.0,210714140.0,173302360.0,185093020.0,7.398571395874024,7.782571506500244,7.994285583496094,8.51542854309082,8.655999946594239,9.078857040405273,9.568928480148315,9.994571495056153,10.520857048034667,10.434000015258789,10.410285758972169,0
2005-10-23,219479680.0,144390120.0,215500460.0,137816000.0,144622800.0,120803725.0,210714140.0,173302360.0,185093020.0,104230420.0,7.782571506500244,7.994285583496094,8.51542854309082,8.655999946594239,9.078857040405273,9.568928480148315,9.994571495056153,10.520857048034667,10.434000015258789,10.410285758972169,10.397857189178467,0
2005-10-30,144390120.0,215500460.0,137816000.0,144622800.0,120803725.0,210714140.0,173302360.0,185093020.0,104230420.0,131437075.0,7.994285583496094,8.51542854309082,8.655999946594239,9.078857040405273,9.568928480148315,9.994571495056153,10.520857048034667,10.434000015258789,10.410285758972169,10.397857189178467,10.72857141494751,1
2005-11-06,215500460.0,137816000.0,144622800.0,120803725.0,210714140.0,173302360.0,185093020.0,104230420.0,131437075.0,161294875.0,8.51542854309082,8.655999946594239,9.078857040405273,9.568928480148315,9.994571495056153,10.520857048034667,10.434000015258789,10.410285758972169,10.397857189178467,10.72857141494751,11.73400001525879,1
2005-11-13,137816000.0,144622800.0,120803725.0,210714140.0,173302360.0,185093020.0,104230420.0,131437075.0,161294875.0,325290980.0,8.655999946594239,9.078857040405273,9.568928480148315,9.994571495056153,10.520857048034667,10.434000015258789,10.410285758972169,10.397857189178467,10.72857141494751,11.73400001525879,11.511785745620728,0
2005-11-20,144622800.0,120803725.0,210714140.0,173302360.0,185093020.0,104230420.0,131437075.0,161294875.0,325290980.0,304179225.0,9.078857040405273,9.568928480148315,9.994571495056153,10.520857048034667,10.434000015258789,10.410285758972169,10.397857189178467,10.72857141494751,11.73400001525879,11.511785745620728,10.636285781860352,0
2005-11-27,120803725.0,210714140.0,173302360.0,185093020.0,104230420.0,131437075.0,161294875.0,325290980.0,304179225.0,280651140.0,9.568928480148315,9.994571495056153,10.520857048034667,10.434000015258789,10.410285758972169,10.397857189178467,10.72857141494751,11.73400001525879,11.511785745620728,10.636285781860352,10.568000030517577,0
2005-12-04,210714140.0,173302360.0,185093020.0,104230420.0,131437075.0,161294875.0,325290980.0,304179225.0,280651140.0,211628760.0,9.994571495056153,10.520857048034667,10.434000015258789,10.410285758972169,10.397857189178467,10.72857141494751,11.73400001525879,11.511785745620728,10.636285781860352,10.568000030517577,9.59914264678955,0
2005-12-11,173302360.0,185093020.0,104230420.0,131437075.0,161294875.0,325290980.0,304179225.0,280651140.0,211628760.0,345197720.0,10.520857048034667,10.434000015258789,10.410285758972169,10.397857189178467,10.72857141494751,11.73400001525879,11.511785745620728,10.636285781860352,10.568000030517577,9.59914264678955,9.783714294433594,1
2005-12-18,185093020.0,104230420.0,131437075.0,161294875.0,325290980.0,304179225.0,280651140.0,211628760.0,345197720.0,236419120.0,10.434000015258789,10.410285758972169,10.397857189178467,10.72857141494751,11.73400001525879,11.511785745620728,10.636285781860352,10.568000030517577,9.59914264678955,9.783714294433594,10.128928422927856,1
2005-12-25,104230420.0,131437075.0,161294875.0,325290980.0,304179225.0,280651140.0,211628760.0,345197720.0,236419120.0,196844200.0,10.410285758972169,10.397857189178467,10.72857141494751,11.73400001525879,11.511785745620728,10.636285781860352,10.568000030517577,9.59914264678955,9.783714294433594,10.128928422927856,9.883142852783203,0
2006-01-01,131437075.0,161294875.0,325290980.0,304179225.0,280651140.0,211628760.0,345197720.0,236419120.0,196844200.0,209249040.0,10.397857189178467,10.72857141494751,11.73400001525879,11.511785745620728,10.636285781860352,10.568000030517577,9.59914264678955,9.783714294433594,10.128928422927856,9.883142852783203,9.273428535461425,0
2006-01-08,161294875.0,325290980.0,304179225.0,280651140.0,211628760.0,345197720.0,236419120.0,196844200.0,209249040.0,214062100.0,10.72857141494751,11.73400001525879,11.511785745620728,10.636285781860352,10.568000030517577,9.59914264678955,9.783714294433594,10.128928422927856,9.883142852783203,9.273428535461425,9.377142906188965,1
2006-01-15,325290980.0,304179225.0,280651140.0,211628760.0,345197720.0,236419120.0,196844200.0,209249040.0,214062100.0,197844220.0,11.73400001525879,11.511785745620728,10.636285781860352,10.568000030517577,9.59914264678955,9.783714294433594,10.128928422927856,9.883142852783203,9.273428535461425,9.377142906188965,8.788285827636718,0
2006-01-22,304179225.0,280651140.0,211628760.0,345197720.0,236419120.0,196844200.0,209249040.0,214062100.0,197844220.0,289825480.0,11.511785745620728,10.636285781860352,10.568000030517577,9.59914264678955,9.783714294433594,10.128928422927856,9.883142852783203,9.273428535461425,9.377142906188965,8.788285827636718,8.743428611755371,0
2006-01-29,280651140.0,211628760.0,345197720.0,236419120.0,196844200.0,209249040.0,214062100.0,197844220.0,289825480.0,351561840.0,10.636285781860352,10.568000030517577,9.59914264678955,9.783714294433594,10.128928422927856,9.883142852783203,9.273428535461425,9.377142906188965,8.788285827636718,8.743428611755371,9.487428665161133,1
2006-02-05,211628760.0,345197720.0,236419120.0,196844200.0,209249040.0,214062100.0,197844220.0,289825480.0,351561840.0,409506580.0,10.568000030517577,9.59914264678955,9.783714294433594,10.128928422927856,9.883142852783203,9.273428535461425,9.377142906188965,8.788285827636718,8.743428611755371,9.487428665161133,9.637142896652222,1
2006-02-12,345197720.0,236419120.0,196844200.0,209249040.0,214062100.0,197844220.0,289825480.0,351561840.0,409506580.0,207337725.0,9.59914264678955,9.783714294433594,10.128928422927856,9.883142852783203,9.273428535461425,9.377142906188965,8.788285827636718,8.743428611755371,9.487428665161133,9.637142896652222,9.467142868041993,0
2006-02-19,236419120.0,196844200.0,209249040.0,214062100.0,197844220.0,289825480.0,351561840.0,409506580.0,207337725.0,252939260.0,9.783714294433594,10.128928422927856,9.883142852783203,9.273428535461425,9.377142906188965,8.788285827636718,8.743428611755371,9.487428665161133,9.637142896652222,9.467142868041993,9.709142875671386,1
2006-02-26,196844200.0,209249040.0,214062100.0,197844220.0,289825480.0,351561840.0,409506580.0,207337725.0,252939260.0,177648100.0,10.128928422927856,9.883142852783203,9.273428535461425,9.377142906188965,8.788285827636718,8.743428611755371,9.487428665161133,9.637142896652222,9.467142868041993,9.709142875671386,10.153714179992676,1
2006-03-05,209249040.0,214062100.0,197844220.0,289825480.0,351561840.0,409506580.0,207337725.0,252939260.0,177648100.0,181668340.0,9.883142852783203,9.273428535461425,9.377142906188965,8.788285827636718,8.743428611755371,9.487428665161133,9.637142896652222,9.467142868041993,9.709142875671386,10.153714179992676,9.981999969482422,0
2006-03-12,214062100.0,197844220.0,289825480.0,351561840.0,409506580.0,207337725.0,252939260.0,177648100.0,181668340.0,152043500.0,9.273428535461425,9.377142906188965,8.788285827636718,8.743428611755371,9.487428665161133,9.637142896652222,9.467142868041993,9.709142875671386,10.153714179992676,9.981999969482422,9.306285667419434,0
2006-03-19,197844220.0,289825480.0,351561840.0,409506580.0,207337725.0,252939260.0,177648100.0,181668340.0,152043500.0,193221000.0,9.377142906188965,8.788285827636718,8.743428611755371,9.487428665161133,9.637142896652222,9.467142868041993,9.709142875671386,10.153714179992676,9.981999969482422,9.306285667419434,9.078571319580078,0
2006-03-26,289825480.0,351561840.0,409506580.0,207337725.0,252939260.0,177648100.0,181668340.0,152043500.0,193221000.0,161287140.0,8.788285827636718,8.743428611755371,9.487428665161133,9.637142896652222,9.467142868041993,9.709142875671386,10.153714179992676,9.981999969482422,9.306285667419434,9.078571319580078,8.743571519851685,0
2006-04-02,351561840.0,409506580.0,207337725.0,252939260.0,177648100.0,181668340.0,152043500.0,193221000.0,161287140.0,217042175.0,8.743428611755371,9.487428665161133,9.637142896652222,9.467142868041993,9.709142875671386,10.153714179992676,9.981999969482422,9.306285667419434,9.078571319580078,8.743571519851685,8.522285652160644,0
2006-04-09,409506580.0,207337725.0,252939260.0,177648100.0,181668340.0,152043500.0,193221000.0,161287140.0,217042175.0,212782500.0,9.487428665161133,9.637142896652222,9.467142868041993,9.709142875671386,10.153714179992676,9.981999969482422,9.306285667419434,9.078571319580078,8.743571519851685,8.522285652160644,8.282285690307617,0
2006-04-16,207337725.0,252939260.0,177648100.0,181668340.0,152043500.0,193221000.0,161287140.0,217042175.0,212782500.0,235252500.0,9.637142896652222,9.467142868041993,9.709142875671386,10.153714179992676,9.981999969482422,9.306285667419434,9.078571319580078,8.743571519851685,8.522285652160644,8.282285690307617,8.31257152557373,1
2006-04-23,252939260.0,177648100.0,181668340.0,152043500.0,193221000.0,161287140.0,217042175.0,212782500.0,235252500.0,193334120.0,9.467142868041993,9.709142875671386,10.153714179992676,9.981999969482422,9.306285667419434,9.078571319580078,8.743571519851685,8.522285652160644,8.282285690307617,8.31257152557373,8.248000144958496,0
2006-04-30,177648100.0,181668340.0,152043500.0,193221000.0,161287140.0,217042175.0,212782500.0,235252500.0,193334120.0,174047300.0,9.709142875671386,10.153714179992676,9.981999969482422,9.306285667419434,9.078571319580078,8.743571519851685,8.522285652160644,8.282285690307617,8.31257152557373,8.248000144958496,8.075714349746704,0
2006-05-07,181668340.0,152043500.0,193221000.0,161287140.0,217042175.0,212782500.0,235252500.0,193334120.0,174047300.0,134098825.0,10.153714179992676,9.981999969482422,9.306285667419434,9.078571319580078,8.743571519851685,8.522285652160644,8.282285690307617,8.31257152557373,8.248000144958496,8.075714349746704,7.615142917633056,0
2006-05-14,152043500.0,193221000.0,161287140.0,217042175.0,212782500.0,235252500.0,193334120.0,174047300.0,134098825.0,226232020.0,9.981999969482422,9.306285667419434,9.078571319580078,8.743571519851685,8.522285652160644,8.282285690307617,8.31257152557373,8.248000144958496,8.075714349746704,7.615142917633056,8.016857242584228,1
2006-05-21,193221000.0,161287140.0,217042175.0,212782500.0,235252500.0,193334120.0,174047300.0,134098825.0,226232020.0,313988640.0,9.306285667419434,9.078571319580078,8.743571519851685,8.522285652160644,8.282285690307617,8.31257152557373,8.248000144958496,8.075714349746704,7.615142917633056,8.016857242584228,9.03457145690918,1
2006-05-28,161287140.0,217042175.0,212782500.0,235252500.0,193334120.0,174047300.0,134098825.0,226232020.0,313988640.0,181845300.0,9.078571319580078,8.743571519851685,8.522285652160644,8.282285690307617,8.31257152557373,8.248000144958496,8.075714349746704,7.615142917633056,8.016857242584228,9.03457145690918,9.748285675048828,1
2006-06-04,217042175.0,212782500.0,235252500.0,193334120.0,174047300.0,134098825.0,226232020.0,313988640.0,181845300.0,242464320.0,8.743571519851685,8.522285652160644,8.282285690307617,8.31257152557373,8.248000144958496,8.075714349746704,7.615142917633056,8.016857242584228,9.03457145690918,9.748285675048828,9.237142944335938,0
2006-06-11,212782500.0,235252500.0,193334120.0,174047300.0,134098825.0,226232020.0,313988640.0,181845300.0,242464320.0,233725240.0,8.522285652160644,8.282285690307617,8.31257152557373,8.248000144958496,8.075714349746704,7.615142917633056,8.016857242584228,9.03457145690918,9.748285675048828,9.237142944335938,9.53914279937744,1
2006-06-18,235252500.0,193334120.0,174047300.0,134098825.0,226232020.0,313988640.0,181845300.0,242464320.0,233725240.0,173887980.0,8.282285690307617,8.31257152557373,8.248000144958496,8.075714349746704,7.615142917633056,8.016857242584228,9.03457145690918,9.748285675048828,9.237142944335938,9.53914279937744,9.658571434020995,1
2006-06-25,193334120.0,174047300.0,134098825.0,226232020.0,313988640.0,181845300.0,242464320.0,233725240.0,173887980.0,141930180.0,8.31257152557373,8.248000144958496,8.075714349746704,7.615142917633056,8.016857242584228,9.03457145690918,9.748285675048828,9.237142944335938,9.53914279937744,9.658571434020995,9.618571281433105,0
2006-07-02,174047300.0,134098825.0,226232020.0,313988640.0,181845300.0,242464320.0,233725240.0,173887980.0,141930180.0,167441400.0,8.248000144958496,8.075714349746704,7.615142917633056,8.016857242584228,9.03457145690918,9.748285675048828,9.237142944335938,9.53914279937744,9.658571434020995,9.618571281433105,10.2439284324646,1
2006-07-09,134098825.0,226232020.0,313988640.0,181845300.0,242464320.0,233725240.0,173887980.0,141930180.0,167441400.0,259402500.0,8.075714349746704,7.615142917633056,8.016857242584228,9.03457145690918,9.748285675048828,9.237142944335938,9.53914279937744,9.658571434020995,9.618571281433105,10.2439284324646,10.502857208251953,1
2006-07-16,226232020.0,313988640.0,181845300.0,242464320.0,233725240.0,173887980.0,141930180.0,167441400.0,259402500.0,278176640.0,7.615142917633056,8.016857242584228,9.03457145690918,9.748285675048828,9.237142944335938,9.53914279937744,9.658571434020995,9.618571281433105,10.2439284324646,10.502857208251953,10.587714385986327,1
2006-07-23,313988640.0,181845300.0,242464320.0,233725240.0,173887980.0,141930180.0,167441400.0,259402500.0,278176640.0,184867760.0,8.016857242584228,9.03457145690918,9.748285675048828,9.237142944335938,9.53914279937744,9.658571434020995,9.618571281433105,10.2439284324646,10.502857208251953,10.587714385986327,10.964571380615235,1
2006-07-30,181845300.0,242464320.0,233725240.0,173887980.0,141930180.0,167441400.0,259402500.0,278176640.0,184867760.0,195086780.0,9.03457145690918,9.748285675048828,9.237142944335938,9.53914279937744,9.658571434020995,9.618571281433105,10.2439284324646,10.502857208251953,10.587714385986327,10.964571380615235,10.667714309692382,0
2006-08-06,242464320.0,233725240.0,173887980.0,141930180.0,167441400.0,259402500.0,278176640.0,184867760.0,195086780.0,174163640.0,9.748285675048828,9.237142944335938,9.53914279937744,9.658571434020995,9.618571281433105,10.2439284324646,10.502857208251953,10.587714385986327,10.964571380615235,10.667714309692382,10.627142906188965,0
2006-08-13,233725240.0,173887980.0,141930180.0,167441400.0,259402500.0,278176640.0,184867760.0,195086780.0,174163640.0,140935900.0,9.237142944335938,9.53914279937744,9.658571434020995,9.618571281433105,10.2439284324646,10.502857208251953,10.587714385986327,10.964571380615235,10.667714309692382,10.627142906188965,10.947428321838379,1
2006-08-20,173887980.0,141930180.0,167441400.0,259402500.0,278176640.0,184867760.0,195086780.0,174163640.0,140935900.0,213795820.0,9.53914279937744,9.658571434020995,9.618571281433105,10.2439284324646,10.502857208251953,10.587714385986327,10.964571380615235,10.667714309692382,10.627142906188965,10.947428321838379,11.62257137298584,1
2006-08-27,141930180.0,167441400.0,259402500.0,278176640.0,184867760.0,195086780.0,174163640.0,140935900.0,213795820.0,140432880.0,9.658571434020995,9.618571281433105,10.2439284324646,10.502857208251953,10.587714385986327,10.964571380615235,10.667714309692382,10.627142906188965,10.947428321838379,11.62257137298584,11.369428634643555,0
